,shop_comment
2010,"这款蜗牛霜，质地比较稠哦，我觉得更适合冬天使用，比较厚重的质地冬天吸收起来更好一些，它家现在品牌还不是特别响，所以关注的少一些...,大力推荐...,非常棒的产品...,味道自然清雅，好用使用了一段时间，觉得皮肤很舒服，整体效果不错哦！...,可东爱西这个牌子的产品一直是我的最爱啦！我一直是它的忠实粉丝，多年来一直坚持购买使用，肌肤的状况真是保持的很好啊！都说世界上没有丑女人只有懒女人，当然，选对适合自己的品牌就显得尤为重要啦。...,这款霜味道很清新啊，保湿滋润效果很好啊，水水嫩嫩的涂在脸上很舒服啊，上妆也比较滋润...,味道也是很清淡好闻，因为是面霜，所以看上去稍微有一点厚度，用指腹推开，面霜很好被肌肤吸收，高保湿面霜很水润，肌肤涂抹后立刻会变得光滑柔嫩，而且高保湿面霜的延展性很好...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,瓶子非常漂亮，另外涂抹在脸上很滋润，一点都不油腻，味道也很好，很喜欢，擦在脸上很温和，不油不腻，很容易吸收...,乳液之后又擦了这个霜，更加保证肌肤的滋润度，一天下来皮肤都还蛮水润，不干燥，并且很好吸收，没有觉得油，质地比精华稍微稠一点，没有很厚重！..."
2011,"轻轻点压，直至完全吸收，真的非常滋润，特别是刚刚涂好的时候。...,非常好，非常好，轻薄，足够的滋润度，还有平滑细纹，成分很天然...,针对缺水肌肤使用的眼霜。对于冬季气候干燥，格外适用。安全无刺激的产品，敏感肌肤都可以放心使用。这款眼霜是专门夜用的，是在所有护肤后使用的...,很棒的产品...,凑合用着...,大力推荐...,看口碑买的，感觉一般般呢...,不油腻，除了对淡化黑眼圈和眼袋有比较明显的效果.丰润丝滑质地，为眼周纤弱肌肤特别定制，瞬间吸收，带来持久舒适感...,遮盖黑眼圈，个人认为保湿和滋润度稍微逊色，用之前最好先用其他眼霜打底，再用这款日用眼霜，有较好的调色效果。不够黑眼圈严重的话，还需用上遮瑕膏之类的产品。.....,补水保湿的效果还行，而且质地也还温和，所以可以作为一款基础眼霜使用。..."
2012,"这款bb霜提亮肌肤保湿效果很好啊，质地比较清透紧致肌肤，很好的质地比较清透，涂在脸上不厚重。。...,这款口碑不错的...,我的BB霜比较多，大部分都是冲着包装去的，这款可东爱西的玫瑰BB霜质地很好，又方便补妆。这款BB霜真的很赞！上妆在效果很好！...,这是一款很赞的BB霜，包装很漂亮，使用感觉也不错，重要的是能够起到的作用，而且颜色很好，用了之后很有精神的感觉。...,可东爱西的玫瑰BB霜让人印象非常深刻，从上市起就一直长草，用起来感觉很好，的质地，效果也不错，显得气色很好！...,效果不大 性价比一般...,别人送的，颜色发红，一点都不白，很稀，不遮瑕，不防晒，味道也不喜欢，送的海绵倒还行，不推荐使用。...,以前涂别的BB总觉得白的跟个鬼一样，这款非常自然，赞一个。...,我第一次使用这款BB霜感觉就挺好，它很水润，有点保湿的效果，遮瑕的效果也非常好，不会很油腻，感觉很清爽，你们可以试试看的，效果会显而易见的。...,我买的第一款BB霜，看包装很可爱，又不贵就买了，果然。。。我是混合肌肤，用了它，鼻子哪里会起干皮，质地不均匀，不好推，时间一长，就好像是浮在皮肤上似的，超难看！！..."
2013,"不得不爱啊...,很赞...,效果很好...,维持一整天不间断的润泽补给。无油脂的清爽乳液，不论在任何气候情况下，都能维持肌肤完美的润泽平衡。使肤质清新透明，散发健康的年轻光泽。...,总体来说还是不错的...,这个产品用后感觉皮肤很舒适不油腻，皮肤用了一段时间后变得亮白了很多，而且很水润，敏感性皮肤用它也不会有不适的感觉。...,吸收到是很快。长效保湿的话，应该不是很好。...,滋润度很高...,凑合用着...,轻轻涂抹在肌肤上，吸收很快，很彻底。使用后肌肤柔软，水润，充满了活力！驱逐肌肤疲惫，令肌肤水润鲜活，时刻充满生机！..."
2014,"发发一些正在使用的精华护肤产品，小白鼠各种试用，总结最好的经验给大家。...,最近正在使用丽纯保湿营养润肤乳液蛇油精华，特喜欢丽纯家族护肤品，每一款都很有针对性，特别给力。非常适合25岁左右及40岁以下的女性使用。...,后悔没多买点，我很喜欢它的香味，抹在脸上很快就能吸收，非常滋润的，而且不油腻，之前小妍说对于油性肤质可能会偏油，但是在我这没有这样的情况，反而是很润很舒服...,感觉有点油，好在很快就被肌肤吸收了。被肌肤的吸收能力真的好强大，一点油分也没有残留，肌肤变得光滑细腻，还闪闪发亮。...,丽纯这个牌子的产品一直是我的最爱啦！我一直是它的忠实粉丝，多年来一直坚持购买使用，肌肤的状况真是保持的很好啊！都说世界上没有丑女人只有懒女人，当然，选对适合自己的品牌就显得尤为重要啦。...,感觉很不错，很温和，补水不油腻，敏感皮肤也能用的。味道很淡...,灰常好...,肌肤从未有过的柔软、细腻、滋润、肌肤肤色变得匀净，有光彩！...,吸收得特别快，清爽又补水，用完脸上特舒服，保湿的效果能持续一天呢。...,支持一下..."
2015,"朋友送的...,喜欢这个品牌...,用了感觉不错...,好东西...,还行吧...,很有质感的水水...,大爱他家的东西...,我很喜欢...,保湿效果很好...,温和不刺激，不错..."
2016,"听朋友介绍的...,挺好的...,没有苍蝇腿，值得推荐...,爱这个宝贝...,持久度太低，因为可能里面有纤维的原因，所以早上涂的时候到了下午就开始晕妆，眼睛下面就像黑眼圈一样，非常讨厌。...,这款拉长效果也很赞，而且涂上香香的，让人心情都跟着很好。浓密效果多涂两次就不错，很自然，不会有太假的感觉。...,支持这个品牌...,还能接受，一般吧...,只用这款...,根根分明那个效果很自然很喜欢，而且不易晕染~..."
2017,"我可以说你的价位写错了么，我买的是398，而且根本不好用，没见销售说得那么玄乎，里面有没有珍珠粉我不清楚，竟然说里面的金星儿可以吸收掉，纯属瞎扯，一个散份也敢说遮瑕，想想就生气...,一直在用这款...,买过他家的湿粉，口红，眼影，眉粉。口红颜色还挺好看的，粉粉的，适合化彩妆的时候用，裸妆的话就有点儿太亮了。湿粉遮瑕效果还可以，眼影不常用，眉粉是显紫色的，好像不常有这种颜色，不过用着还行，我的眉毛太淡...,这款让我欣喜，从贴合肌肤的能力到细致的粉粉，从气味到包装，都很赞，大爱。...,这款产品的细腻程度让我爱不释手。她的控油作用非常卓越。很适合夏日使用，像我这种皮肤油脂分泌过量的人，就需要用她来控制面部的油光问题。你知道吗，她能帮助明显的修饰肌肤，而且给你特别细致的感受。...,不推荐...,较轻透~遮盖力一般，适合皮肤底子好的MM~而且真的比较适合夏天用，冬天用的话会嫌干~用量很省,妆容干净,不浮粉,带防晒功能,粉盒的镜子超大,用起来很方便....,可以尝试，不是适用所有人...,质地轻柔, 让肌肤无比舒畅。上妆效果很好，令肤色均匀自然, 亮泽及完美无瑕。...,不会干很好用。也可以定妆不会很明显很自然什么的。而且用了之后不会容易出油很好用很满意。价格也很合理，也很耐用，非常的好..."
2018,"爱这个宝贝...,感觉不大...,支持一下...,这个不错的...,只用这款...,确实能明显感觉到皮肤在紧致，就是那种蹦蹦的感觉，收缩毛孔效果还不赖...,偏干性，北方天气干燥，奔波一天面部特别干燥，但是鼻子还总是油油的。洁面后扑上保湿水，待吸收差不多后使用这款产品的效果还是比较明显的，第二天早上起来面部过敏会好些，重要的是补水效果不错。但修复原液的特点...,全天候提供皮肤保护力，营养滋润、保持水份。改善粗糙，皱纹、保有淡淡韵味。可提供皮肤保护力，营养滋润，改善粗糙肌肤，天然、芳香。...,向大家推荐一款好用的（保湿美白 功效）产品，肌肤补水很重要！温度每升高一摄氏度，你的肌肤水分就有可能被蒸发10%！ 所以每天喝足够的水很重要，除了补充身体所需的水分之外，还能帮助新陈代谢。保湿永远是护肤的首...,一般般的东东..."
2019,"大力推荐...,就喜欢这个...,听朋友介绍的...,好东西...,外表很可爱，随身携带很方便...,抹开了是白色的乳霜，一点也不油腻，我喜欢抹的白白的手 就喜欢这种不油的感觉，好像瞬间就吸收了，所以放在办公室用，这样用完手霜继续做什么都可以，因为，一点也不油...,滋润效果的确实很不错，虽然膏体比较厚重的感觉，但推开后稍加按摩拍打，吸收率还是蛮高的...,这款护手霜吸收快，使用一次效果就很明显，手部肌肤滑嫩了很多，静电也没有了，双手感觉柔软细滑，而且持久滋润，没有任何的油腻感，感觉很清爽舒服。...,使用后手部肌肤感到非常滋润保湿，而且留香持久，可以滋润很持久...,作为护手霜这个算是我买的比较好的了，味道很好闻。保湿效果也很好，只是太保湿了，总是觉得手上凉凉的，夏天的时候还挺舒服的...."
2020,"包装是白色的，洁面乳的质地是很温和的感觉，味道很好闻，是清新的好闻香气，清洁的感觉一般般，没什么出彩的地方。...,毕竟只是一款洗面奶，就算有保鲜的效果也不是很明显，主要是清洁力度不错，温和无刺激，用起来很舒服...,大爱他家的东西...,只用这款...,还行吧...,不知道是不是心理作用，真觉得有点美白，清洁能力也还行。...,不会再买了...,一定要在脸上停留30秒或是一分钟后再洗去噢！...,还可以的...,全家人都可以用的一款节目产品，真心感觉很不错呢，而且也非常经用。..."
2021,"包装是很简单的感觉，乳液的质地清洁力很好，可以清洁干净毛孔的脏东东，清洁之后比较清爽还不紧绷的感觉。...,这款清洁力度很强，能深层清洁毛孔中的污垢，洗后非常的干净，而且水润不紧绷，很舒适...,一直在用这款...,还会回购的...,很赞...,这款洁面我觉得效果不是很理想，质地用起来怪怪的，而且清洁能力一般，关键洗完之后皮肤很干燥，不好用！...,没用过，有效去除肌肤的各种老废角质及残留物，调节肌肤水油平衡，没有紧绷感，这是我比较喜欢的内容。...,原本用的是净白焕彩那款的，后来为了加强冬季保湿就换用这个了，商场导购推荐的，其实用下来么，感觉一般吧。腻腻的摊不开的感觉。...,含有相当多油性滋润成分。我当卸妆乳使用，然后用水冲洗，对防晒隔离的效果不错。好像还比较干净，省掉卸妆的步骤了...,泡沫细腻丰富，洗得也干净。..."
